kde_batch-5810,1.30,2796,2144
kde_batch-5810,3.23,800,247
kde_batch-5810,3.64,50,13
kde_batch-5810,1.03,131077,126714
kde_batch-5810,1.03,41740,43049
kde_batch-5810,1.17,2141,2503
kde_batch-5810,1.07,3428,3213
kde_batch-5810,1.09,87502,80479
kde_batch-5810,1.01,12078,12017
kde_batch-5810,1.05,376,357
kde_batch-5810,1.07,55198,59240
kde_batch-5810,1.50,1,2
kde_batch-5810,1.20,1650,1979
kde_batch-5810,1.54,191,124
kde_batch-5810,6.50,1,12
kde_batch-5810,1.53,660,1011
kde_batch-5810,2.00,3,1
kde_batch-5810,1.07,9072,8458
kde_batch-5810,1.39,97,135
kde_batch-5810,1.00,1,1
kde_batch-5810,1.02,287380,281833
kde_batch-5810,1.35,1020,758
kde_batch-5810,1.02,27601,27163
kde_batch-5810,1.28,7933,10131
kde_batch-5810,1.03,58401,60422
kde_batch-5810,1.00,118659,118215
kde_batch-5810,1.00,431009,431831
kde_batch-5810,1.05,5850,6171
kde_batch-5810,1.09,27096,29516
kde_batch-5810,1.07,70827,65954
kde_batch-5810,4.22,248,58
kde_batch-5810,1.00,210165,209425
kde_batch-5810,1.39,84,117
kde_batch-5810,1.00,225174,225970
kde_batch-5810,6.00,1,11
kde_batch-5810,1.63,164,268
kde_batch-5810,1.11,880,795
kde_batch-5810,1.07,30625,32722
kde_batch-5810,1.03,697,717
kde_batch-5810,1.03,147857,152668
kde_batch-5810,18.00,1,35
kde_batch-5810,1.08,385,414
kde_batch-5810,67.50,1,134
kde_batch-5810,1.01,167098,165997
kde_batch-5810,2.51,200,503
kde_batch-5810,3.74,100,26
kde_batch-5810,1.01,153121,152176
kde_batch-5810,1.08,39011,42135
kde_batch-5810,1.15,650,563
kde_batch-5810,1.03,1372,1338
kde_batch-5810,1.00,1,1
kde_batch-5810,38.50,1,76
kde_batch-5810,5.50,1,10
kde_batch-5810,1.07,90052,96438
kde_batch-5810,1.28,8200,10475
kde_batch-5810,1.02,208643,212082
kde_batch-5810,1.00,567912,568367
kde_batch-5810,1.15,824,949
kde_batch-5810,1.48,550,815
kde_batch-5810,1.18,648,766
kde_batch-5810,1.03,5000,4835
kde_batch-5810,2.32,1100,474
kde_batch-5810,1.13,16150,18250
kde_batch-5810,1.01,135203,133252
kde_batch-5810,8.00,1,15
kde_batch-5810,2.00,1,3
kde_batch-5810,9.50,1,18
kde_batch-5810,1.75,762,436
kde_batch-5810,1.01,228256,225088
kde_batch-5810,1.27,3164,2483
kde_batch-5810,1.31,12,16
kde_batch-5810,1.71,1850,3173
kde_batch-5810,2.16,107,49
kde_batch-5810,1.08,2365,2194
kde_batch-5810,1.02,4450,4379
kde_batch-5810,1.00,415682,416416
kde_batch-5810,1.11,1199,1335
kde_batch-5810,1.06,759,808
kde_batch-5810,6.50,1,12
kde_batch-5810,1.04,16616,17297
kde_batch-5810,1.18,10893,9239
kde_batch-5810,1.02,99084,97593
kde_batch-5810,22.50,1,44
kde_batch-5810,1.03,365414,376253
kde_batch-5810,31.00,1,61
kde_batch-5810,1.11,457,413
kde_batch-5810,1.67,14,8
kde_batch-5810,5.00,63,319
kde_batch-5810,1.31,1270,1670
kde_batch-5810,28.00,1,55
kde_batch-5810,2.25,11,26
kde_batch-5810,1.27,2850,3606
kde_batch-5810,1.17,8100,6915
kde_batch-5810,1.12,2177,1944
kde_batch-5810,1.16,71951,83702
kde_batch-5810,1.12,739,826
kde_batch-5810,1.31,2100,2760
kde_batch-5810,1.03,77952,80101
kde_batch-5810,1.60,285,178
kde_batch-5810,1.71,400,234
kde_batch-5810,1.00,532061,532239
kde_batch-5810,1.00,427459,426822
kde_batch-5810,1.02,406258,415821
kde_batch-5810,1.57,6,10
kde_batch-5810,1.12,59201,52944
kde_batch-5810,15.00,1,29
kde_batch-5810,1.26,1300,1033
kde_batch-5810,1.00,356457,355657
kde_batch-5810,1.91,100,192
kde_batch-5810,1.17,38901,45509
kde_batch-5810,6.50,1,12
kde_batch-5810,1.00,417759,418834
kde_batch-5810,1.07,61226,65330
kde_batch-5810,1.16,17250,19977
kde_batch-5810,1.06,13282,14073
kde_batch-5810,1.08,831,768
kde_batch-5810,1.61,49,30
kde_batch-5810,1.22,6345,7762
kde_batch-5810,1.25,156,125
kde_batch-5810,1.01,11785,11679
kde_batch-5810,1.11,342,307
kde_batch-5810,1.06,31797,33569
kde_batch-5810,20.50,1,40
kde_batch-5810,4.09,93,22
kde_batch-5810,1.08,88702,81942
kde_batch-5810,1.02,19200,19524
kde_batch-5810,1.14,3236,3679
kde_batch-5810,1.21,1700,2051
kde_batch-5810,1.06,1070,1133
kde_batch-5810,1.21,457,377
kde_batch-5810,2.50,1,4
kde_batch-5810,1.01,219005,222023
kde_batch-5810,2.86,99,34
kde_batch-5810,1.01,560462,564101
kde_batch-5810,5.16,93,484
kde_batch-5810,1.04,24431,23553
kde_batch-5810,1.02,19287,18904
kde_batch-5810,1.58,319,504
kde_batch-5810,1.03,131719,136010
kde_batch-5810,66.00,1,131
kde_batch-5810,1.01,2381,2368
kde_batch-5810,1.01,319378,323067
kde_batch-5810,1.26,97,122
kde_batch-5810,1.10,652,591
kde_batch-5810,1.75,300,171
kde_batch-5810,4.87,92,452
kde_batch-5810,21.00,1,41
kde_batch-5810,2.55,409,160
kde_batch-5810,1.13,13408,11888
kde_batch-5810,1.02,181804,185470
kde_batch-5810,1.12,12250,10982
kde_batch-5810,1.20,5657,6811
kde_batch-5810,1.00,71742,71511
kde_batch-5810,1.05,37997,36017
kde_batch-5810,1.64,893,545
kde_batch-5810,1.45,28,19
kde_batch-5810,1.86,86,161
kde_batch-5810,1.02,722,709
kde_batch-5810,1.00,218705,219054
kde_batch-5810,10.50,1,20
kde_batch-5810,1.20,299,249
kde_batch-5810,1.16,2750,3182
kde_batch-5810,11.00,21,1
kde_batch-5810,1.21,11017,13305
kde_batch-5810,2.35,300,127
kde_batch-5810,1.10,22450,24636
kde_batch-5810,1.38,2923,2121
kde_batch-5810,10.50,1,20
kde_batch-5810,3.17,351,110
kde_batch-5810,9.50,1,18
kde_batch-5810,2.06,569,276
kde_batch-5810,1.05,25764,27179
kde_batch-5810,2.03,459,932
kde_batch-5810,1.00,483043,483941
kde_batch-5810,1.10,9042,9925
kde_batch-5810,1.67,1128,1879
kde_batch-5810,1.11,5100,5669
kde_batch-5810,1.32,100,132
kde_batch-5810,1.06,33997,32201
kde_batch-5810,2.00,1,3
kde_batch-5810,1.10,26001,23645
kde_batch-5810,1.03,4003,3885
kde_batch-5810,21.50,1,42
kde_batch-5810,23.00,1,45
kde_batch-5810,1.01,149203,150733
kde_batch-5810,1.00,6611,6633
kde_batch-5810,1.51,400,264
kde_batch-5810,1.02,7692,7527
kde_batch-5810,1.14,13069,14869
kde_batch-5810,1.30,3600,2769
kde_batch-5810,4.83,405,83
kde_batch-5810,1.74,1706,979
kde_batch-5810,1.02,49532,50664
kde_batch-5810,3.19,78,251
kde_batch-5810,58.50,1,116
kde_batch-5810,1.09,1466,1592
kde_batch-5810,1.41,400,565
kde_batch-5810,1.04,129085,124395
kde_batch-5810,1.83,179,329
kde_batch-5810,1.37,700,511
kde_batch-5810,1.00,577312,577427
kde_batch-5810,1.02,195021,191967
kde_batch-5810,7.50,1,14
kde_batch-5810,1.04,5546,5752
kde_batch-5810,2.50,1,4
kde_batch-5810,1.09,41801,38451
kde_batch-5810,1.00,567212,568006
kde_batch-5810,20.00,1,39
kde_batch-5810,1.06,109627,115998
kde_batch-5810,10.00,1,19
kde_batch-5810,1.04,146542,152702
kde_batch-5810,2.17,11,25
kde_batch-5810,1.01,181123,179236
kde_batch-5810,1.00,131553,132066
kde_batch-5810,1.11,6894,7686
kde_batch-5810,2.75,10,3
kde_batch-5810,1.46,200,137
kde_batch-5810,1.57,216,137
kde_batch-5810,1.03,131053,127678
kde_batch-5810,1.51,100,152
kde_batch-5810,50.00,1,99
kde_batch-5810,1.50,1,2
kde_batch-5810,3.50,1,6
kde_batch-5810,1.06,2371,2242
kde_batch-5810,55.50,1,110
kde_batch-5810,1.05,11111,10612
kde_batch-5810,1.21,3772,3119
kde_batch-5810,1.00,523111,523305
kde_batch-5810,5.50,1,10
kde_batch-5810,1.12,25901,23051
kde_batch-5810,1.02,114654,112886
