kde_heuristic-5810,1.98,4256,2144
kde_heuristic-5810,2.73,676,247
kde_heuristic-5810,1.79,24,13
kde_heuristic-5810,1.08,136907,126714
kde_heuristic-5810,1.43,30055,43049
kde_heuristic-5810,1.37,1823,2503
kde_heuristic-5810,1.11,3555,3213
kde_heuristic-5810,1.25,100896,80479
kde_heuristic-5810,1.50,8027,12017
kde_heuristic-5810,1.13,403,357
kde_heuristic-5810,1.21,48813,59240
kde_heuristic-5810,2.33,6,2
kde_heuristic-5810,1.44,2855,1979
kde_heuristic-5810,2.22,276,124
kde_heuristic-5810,1.31,16,12
kde_heuristic-5810,5.18,5243,1011
kde_heuristic-5810,103.50,206,1
kde_heuristic-5810,1.36,11539,8458
kde_heuristic-5810,2.32,314,135
kde_heuristic-5810,1.50,2,1
kde_heuristic-5810,1.03,289224,281833
kde_heuristic-5810,1.11,844,758
kde_heuristic-5810,1.13,30666,27163
kde_heuristic-5810,1.51,6705,10131
kde_heuristic-5810,1.01,61234,60422
kde_heuristic-5810,1.07,110752,118215
kde_heuristic-5810,1.10,394098,431831
kde_heuristic-5810,1.18,5212,6171
kde_heuristic-5810,1.68,49534,29516
kde_heuristic-5810,1.23,80976,65954
kde_heuristic-5810,1.56,91,58
kde_heuristic-5810,1.00,209692,209425
kde_heuristic-5810,2.27,267,117
kde_heuristic-5810,1.06,212461,225970
kde_heuristic-5810,4.00,47,11
kde_heuristic-5810,1.29,207,268
kde_heuristic-5810,1.18,935,795
kde_heuristic-5810,1.01,33183,32722
kde_heuristic-5810,1.07,765,717
kde_heuristic-5810,1.53,100068,152668
kde_heuristic-5810,3.27,10,35
kde_heuristic-5810,2.53,1047,414
kde_heuristic-5810,1.35,99,134
kde_heuristic-5810,1.11,149625,165997
kde_heuristic-5810,1.61,809,503
kde_heuristic-5810,2.81,75,26
kde_heuristic-5810,1.11,169630,152176
kde_heuristic-5810,1.20,35030,42135
kde_heuristic-5810,1.10,622,563
kde_heuristic-5810,2.18,2922,1338
kde_heuristic-5810,42.50,84,1
kde_heuristic-5810,2.03,37,76
kde_heuristic-5810,2.64,28,10
kde_heuristic-5810,1.02,98702,96438
kde_heuristic-5810,1.00,10482,10475
kde_heuristic-5810,1.17,180686,212082
kde_heuristic-5810,1.02,558986,568367
kde_heuristic-5810,1.40,1325,949
kde_heuristic-5810,1.19,973,815
kde_heuristic-5810,1.03,789,766
kde_heuristic-5810,1.02,4759,4835
kde_heuristic-5810,1.29,613,474
kde_heuristic-5810,1.05,17395,18250
kde_heuristic-5810,1.14,151865,133252
kde_heuristic-5810,4.00,3,15
kde_heuristic-5810,2.00,1,3
kde_heuristic-5810,3.11,58,18
kde_heuristic-5810,1.44,302,436
kde_heuristic-5810,1.22,183754,225088
kde_heuristic-5810,1.00,2471,2483
kde_heuristic-5810,2.12,7,16
kde_heuristic-5810,1.45,2184,3173
kde_heuristic-5810,3.46,172,49
kde_heuristic-5810,2.41,5278,2194
