forest3;3;dt;kde_heuristic;1024;5294;6187
forest3;3;dt;kde_heuristic;1024;7104;6739
forest3;3;dt;kde_heuristic;1024;3292;3369
forest3;3;dt;kde_heuristic;1024;7901;7632
forest3;3;dt;kde_heuristic;1024;6398;6924
forest3;3;dt;kde_heuristic;1024;2865;3612
forest3;3;dt;kde_heuristic;1024;4301;4091
forest3;3;dt;kde_heuristic;1024;4186;4660
forest3;3;dt;kde_heuristic;1024;4359;5739
forest3;3;dt;kde_heuristic;1024;7715;7623
forest3;3;dt;kde_heuristic;1024;4703;5551
forest3;3;dt;kde_heuristic;1024;3164;4651
forest3;3;dt;kde_heuristic;1024;7613;8319
forest3;3;dt;kde_heuristic;1024;4928;7470
forest3;3;dt;kde_heuristic;1024;2472;2934
forest3;3;dt;kde_heuristic;1024;5909;7181
forest3;3;dt;kde_heuristic;1024;10413;6977
forest3;3;dt;kde_heuristic;1024;5495;5358
forest3;3;dt;kde_heuristic;1024;6361;6464
forest3;3;dt;kde_heuristic;1024;6095;4416
forest3;3;dt;kde_heuristic;1024;4691;4899
forest3;3;dt;kde_heuristic;1024;5163;4713
forest3;3;dt;kde_heuristic;1024;4900;7076
forest3;3;dt;kde_heuristic;1024;4201;5543
forest3;3;dt;kde_heuristic;1024;6022;5558
forest3;3;dt;kde_heuristic;1024;4111;4621
forest3;3;dt;kde_heuristic;1024;4664;5607
forest3;3;dt;kde_heuristic;1024;5150;8635
forest3;3;dt;kde_heuristic;1024;2960;3068
forest3;3;dt;kde_heuristic;1024;6993;7747
forest3;3;dt;kde_heuristic;1024;4031;4935
forest3;3;dt;kde_heuristic;1024;5864;8400
forest3;3;dt;kde_heuristic;1024;2635;3647
forest3;3;dt;kde_heuristic;1024;7523;7148
forest3;3;dt;kde_heuristic;1024;4881;5841
forest3;3;dt;kde_heuristic;1024;3703;3479
forest3;3;dt;kde_heuristic;1024;3825;5321
forest3;3;dt;kde_heuristic;1024;3533;4354
forest3;3;dt;kde_heuristic;1024;4930;4121
forest3;3;dt;kde_heuristic;1024;4237;4968
forest3;3;dt;kde_heuristic;1024;7125;7518
forest3;3;dt;kde_heuristic;1024;2020;2915
forest3;3;dt;kde_heuristic;1024;4112;3595
forest3;3;dt;kde_heuristic;1024;6020;5802
forest3;3;dt;kde_heuristic;1024;4650;5579
forest3;3;dt;kde_heuristic;1024;2634;3160
forest3;3;dt;kde_heuristic;1024;3454;3325
forest3;3;dt;kde_heuristic;1024;5140;4962
forest3;3;dt;kde_heuristic;1024;5011;5435
forest3;3;dt;kde_heuristic;1024;5973;5929
forest3;3;dt;kde_heuristic;1024;3550;4382
forest3;3;dt;kde_heuristic;1024;3439;4497
forest3;3;dt;kde_heuristic;1024;3137;3155
forest3;3;dt;kde_heuristic;1024;5415;5365
forest3;3;dt;kde_heuristic;1024;4759;5710
forest3;3;dt;kde_heuristic;1024;3557;5368
forest3;3;dt;kde_heuristic;1024;3915;4836
forest3;3;dt;kde_heuristic;1024;8029;8130
forest3;3;dt;kde_heuristic;1024;4371;5118
forest3;3;dt;kde_heuristic;1024;9366;3045
forest3;3;dt;kde_heuristic;1024;2446;4110
forest3;3;dt;kde_heuristic;1024;6531;4957
forest3;3;dt;kde_heuristic;1024;9366;8270
forest3;3;dt;kde_heuristic;1024;1854;2954
forest3;3;dt;kde_heuristic;1024;5076;5484
forest3;3;dt;kde_heuristic;1024;6111;5575
forest3;3;dt;kde_heuristic;1024;3891;3542
forest3;3;dt;kde_heuristic;1024;2951;4602
forest3;3;dt;kde_heuristic;1024;4477;6012
forest3;3;dt;kde_heuristic;1024;2838;3125
forest3;3;dt;kde_heuristic;1024;2698;4468
forest3;3;dt;kde_heuristic;1024;2555;3589
forest3;3;dt;kde_heuristic;1024;7555;8644
